iter	RMSE
128	0.1305177392
129	0.1301956776
130	0.1298319126
131	0.1295282081
132	0.1292664484
133	0.1288768495
134	0.1285594076
135	0.1280788984
136	0.1277439339
137	0.1274496008
138	0.1271142168
139	0.1268767336
140	0.1264825422
141	0.1262579754
142	0.1259927014
143	0.1256747845
144	0.1253813521
145	0.1251018119
146	0.1247668942
147	0.1244724293
148	0.1241524462
149	0.1239429941
150	0.1237260919
151	0.1234536257
152	0.1231991217
153	0.1228444723
154	0.1225823504
155	0.1223404095
156	0.1220648558
157	0.1216259572
158	0.1213923295
159	0.1212233929
160	0.1209024009
161	0.1206391123
162	0.1203769235
163	0.1201170707
164	0.1198625128
165	0.119625792
166	0.1193847194
167	0.1192320375
168	0.1190917171
169	0.1189884143
170	0.1187990129
171	0.1185526762
172	0.1183125292
173	0.1180322333
174	0.1178139608
175	0.1176408121
176	0.1174439275
177	0.1172126683
178	0.1169472174
179	0.1167716328
180	0.1165980305
181	0.1163224723
182	0.1161600547
183	0.1159533969
184	0.1157366529
185	0.115524119
186	0.1154067883
187	0.1152210401
188	0.114980227
189	0.1148268256
190	0.1145949302
191	0.1144767892
192	0.1142628602
193	0.1140536549
194	0.1137722012
195	0.1136283872
196	0.1133249124
197	0.1131216812
198	0.1129820244
199	0.1127939625
200	0.1124731426
201	0.1122571915
202	0.1120718254
203	0.1119039718
204	0.1117820997
205	0.1115663718
206	0.1113983968
207	0.1112751989
208	0.1111713002
209	0.1110597032
210	0.1108800116
211	0.1106723595
212	0.1104285636
213	0.1102524941
214	0.1101322695
215	0.1098648717
216	0.1096819472
217	0.1094773883
218	0.1093739036
219	0.1091812492
220	0.1089344431
221	0.108808555
222	0.1086546143
223	0.1084492346
224	0.108186725
225	0.1080556234
226	0.1078563683
227	0.1076097111
228	0.1075022327
229	0.1072433221
230	0.1071083881
231	0.1069630737
232	0.1068120489
233	0.1066367425
234	0.106497216
235	0.1062863454
236	0.1061025231
237	0.1059862445
238	0.1058213591
239	0.1057120464
240	0.1056202415
241	0.1055036781
242	0.1053692468
243	0.1052035044
244	0.1049888333
245	0.1047463243
246	0.1046360684
247	0.1045054464
248	0.1042832548
249	0.1041817567
250	0.1040781816
251	0.1038205409
252	0.1037220519
253	0.1035237073
254	0.1034262585
255	0.1033001314
256	0.1031116292
257	0.1028061028
258	0.1027027675
259	0.1025231882
260	0.1023641865
261	0.1022594755
262	0.102205877
263	0.1019972713
264	0.10186036
265	0.1017531276
266	0.1016680194
267	0.1015649023
268	0.1014082916
269	0.1012161415
270	0.1011217471
271	0.1009094822
272	0.1007815547
273	0.1006417989
274	0.1005238906
275	0.1003839892
276	0.1002450817
277	0.1000851233
278	0.09984214091
279	0.09965988097
280	0.09953089986
281	0.09944669505
282	0.09937827554
283	0.09930652091
284	0.09924087657
285	0.09913929469
286	0.09907364344
287	0.09895705649
288	0.09869805443
289	0.09847666077
290	0.09825563637
291	0.098185714
292	0.09810362623
293	0.09785515776
294	0.0976746364
295	0.09762428031
296	0.09747592907
297	0.09741389474
298	0.09728330531
299	0.09721057846
300	0.09709763105
301	0.0968572237
302	0.09678564888
303	0.09670622706
304	0.09660011463
305	0.09649615748
306	0.09630161202
307	0.09625957581
308	0.09620372322
309	0.09615349441
310	0.09593744943
311	0.09571472995
312	0.09549264856
313	0.09537603407
314	0.09534506688
315	0.0952303245
316	0.09516582909
317	0.09508897694
318	0.09498080451
319	0.09480766373
320	0.09473363673
321	0.09462509309
322	0.09461286964
323	0.09460365659
324	0.09440852621
325	0.09434427924
326	0.09419594112
327	0.09405038509
328	0.09395256132
329	0.09373409038
330	0.0935381734
331	0.09328572908
332	0.09316123129
333	0.09312549783
334	0.09292231612
335	0.09276463362
336	0.09267101812
337	0.09248947142
338	0.09244550349
339	0.09224671162
340	0.09209161966
341	0.09197302517
342	0.09175548482
343	0.09164056874
344	0.09159487673
345	0.09137184394
346	0.09136425166
347	0.0913143309
348	0.09126917301
349	0.09119905209
350	0.09108708975
351	0.0909646857
352	0.0909564265
353	0.0907975494
354	0.09057385038
355	0.09047861615
356	0.09035322855
357	0.0902756725
358	0.09013928745
359	0.09005630411
360	0.09004834373
361	0.08984404671
362	0.08983606893
363	0.08979935995
364	0.08969819003
365	0.08956786256
366	0.0894008857
367	0.08939420832
368	0.08924839926
369	0.08910703407
370	0.08899081944
371	0.08877161985
372	0.08864088547
373	0.08858903562
374	0.08857986259
375	0.0884068662
376	0.08833297138
377	0.08816213603
378	0.088154665
379	0.08798828206
380	0.08786780454
381	0.08771005211
382	0.08759186374
383	0.08742005596
384	0.08724311328
385	0.08721355441
386	0.08704178968
387	0.08694897041
388	0.08682571497
389	0.08680316132
390	0.08669556467
391	0.08664943655
392	0.0866421953
393	0.0866359834
394	0.08650079152
395	0.08634436917
396	0.08617524773
397	0.08599321877
398	0.08582912265
399	0.08575899825
400	0.08572723083
401	0.08572020855
402	0.08560065642
403	0.08557752642
404	0.08546354997
405	0.08528962637
406	0.08512665683
407	0.08495927211
408	0.08484323972
409	0.08483750935
410	0.0848177096
411	0.08464558917
412	0.08462978649
413	0.0844598329
414	0.08440327584
415	0.08423637885
416	0.08412753987
417	0.08393215476
418	0.08383176999
419	0.08379508837
420	0.08365447414
421	0.08364702531
422	0.08347923496
423	0.08341844687
424	0.08336539635
425	0.08326945006
426	0.08315724688
427	0.08304014465
428	0.08288906706
429	0.08275530193
430	0.08260804687
431	0.08241156426
432	0.08239146031
433	0.08221845518
434	0.08203550407
435	0.08194051951
436	0.0817982171
437	0.08169237353
438	0.08165187266
439	0.0815836868
440	0.08147731323
441	0.08131327351
442	0.08127046628
443	0.08113356747
444	0.08096549278
445	0.08084099386
446	0.0807860118
447	0.08075592538
448	0.0806235208
449	0.08050706939
450	0.08040189201
451	0.08032442473
452	0.08016291252
453	0.08014784016
454	0.08004791898
455	0.07994858447
456	0.07979578742
457	0.07978843947
458	0.07978262193
459	0.07977656584
460	0.07970106109
461	0.07957821523
462	0.07945442596
463	0.07937683112
464	0.07925159195
465	0.07922767427
466	0.07906401705
467	0.07900970286
468	0.07892142129
469	0.078781446
470	0.07873678051
471	0.07868483472
472	0.07858655565
473	0.07851559634
474	0.07849851774
475	0.07837980357
476	0.07831895106
477	0.0783077113
478	0.07829222058
479	0.07828468106
480	0.07827949474
481	0.07812685761
482	0.07803929021
483	0.07803352939
484	0.07789506921
485	0.07787652031
486	0.07776519173
487	0.07764955924
488	0.07763924647
489	0.07752289256
490	0.07745209113
491	0.07739914116
492	0.0772831422
493	0.07717174295
494	0.0770923452
495	0.07704371488
496	0.07692859364
497	0.07675817319
498	0.0767318931
499	0.07661339404
500	0.0766076994
501	0.07660267767
502	0.07650856588
503	0.07641962022
504	0.07633794173
505	0.07624656684
506	0.07619643481
507	0.07619086017
508	0.07618493019
509	0.07616164955
510	0.07607371223
511	0.07593830343
512	0.07582191175
513	0.07576397226
514	0.07565446292
515	0.07557598227
516	0.07552115807
517	0.07547390722
518	0.07546218419
519	0.07544671984
520	0.07538258722
521	0.07537834281
522	0.07528631809
523	0.07527168387
524	0.07514258393
525	0.07513701625
526	0.075037915
527	0.07493442508
528	0.07485006322
529	0.07480521325
530	0.07473288511
531	0.0746254146
532	0.07458817
533	0.07458416453
534	0.07457871607
535	0.07445402324
536	0.07437498417
537	0.07425103073
538	0.07422368885
539	0.07410953653
540	0.07409957166
541	0.07409472302
542	0.07404747794
543	0.07392836667
544	0.07384283501
545	0.07376624218
546	0.07375801808
547	0.07371761183
548	0.07371339476
549	0.07368445239
550	0.07368081683
551	0.07366876621
552	0.07366324958
553	0.07354613226
554	0.07341793779
555	0.07341348638
556	0.07331356924
557	0.07324802253
558	0.07319872471
559	0.07318984418
560	0.07318477895
561	0.07306036879
562	0.07299791861
563	0.0728743732
564	0.07285862824
565	0.07278213479
566	0.07276049824
567	0.07262526471
568	0.07260511395
569	0.07260021174
570	0.07257831954
571	0.07256606809
572	0.07241948717
573	0.07241522219
574	0.07235914112
575	0.07227067742
576	0.07224534869
577	0.07216496374
578	0.07209190347
579	0.07197360438
580	0.07189852152
581	0.0718893988
582	0.07177277292
583	0.07177021364
584	0.07176246824
585	0.07175785439
586	0.07175112605
587	0.07159993293
588	0.07148325732
589	0.07142665471
590	0.07142346827
591	0.07141596092
592	0.0713290036
593	0.07121168989
594	0.07108554368
595	0.07103199624
596	0.07098272044
597	0.07090918865
598	0.0708262551
599	0.07079545425
600	0.07079225101
601	0.07072873502
602	0.07060512242
603	0.07060136138
604	0.07058095024
605	0.07048611604
606	0.0704614556
607	0.0704508221
608	0.07033121044
609	0.07032685533
610	0.07021814678
611	0.07016241205
612	0.07011560364
613	0.07002508466
614	0.07000836114
615	0.06991426318
616	0.06988705525
617	0.06988361225
618	0.06986905953
619	0.0697529175
620	0.06974666867
621	0.06973836333
622	0.06973070886
623	0.06968943759
624	0.06960512488
625	0.06957131615
626	0.06956867661
627	0.06943383038
628	0.06942967486
629	0.0693784844
630	0.06928402699
631	0.0692747013
632	0.06926605912
633	0.06918480567
634	0.06910906791
635	0.06908682225
636	0.06905108356
637	0.06896042517
638	0.0689059408
639	0.06889541577
640	0.06878015562
641	0.06877050362
642	0.06868403978
643	0.06858448891
644	0.06858140535
645	0.06854263404
646	0.06849663777
647	0.06849310639
648	0.06840558952
649	0.06830316342
650	0.06830007248
651	0.06829064004
652	0.06828754424
653	0.0682853126
654	0.06818210459
655	0.06817511444
656	0.06817202297
657	0.06815879101
658	0.06813015593
659	0.06805394292
660	0.06804193707
661	0.06803263856
662	0.06797989909
663	0.06787298132
664	0.06784763032
665	0.06779107815
666	0.06778850393
667	0.06768453544
668	0.0676795738
669	0.06760884715
670	0.06747913571
671	0.06747580996
672	0.0674440926
673	0.06737844649
674	0.06725046238
675	0.06720736203
676	0.06717207035
677	0.06714066163
678	0.06713567966
679	0.0670438753
680	0.0670380065
681	0.06698199159
682	0.0668977078
683	0.06689257236
684	0.06688975014
685	0.06688736045
686	0.06680782355
687	0.06679056341
688	0.0667886178
689	0.06669319488
690	0.06667065873
691	0.06656953326
692	0.06648106429
693	0.06647276084
694	0.06638742864
695	0.0663100785
696	0.06625684284
697	0.06625126075
698	0.06617380187
699	0.06608703386
700	0.06608349425
701	0.06607723673
702	0.06602017468
703	0.06601520373
704	0.06593732081
705	0.06585238626
706	0.06583258488
707	0.06573227248
708	0.06561292818
709	0.06561064554
710	0.06549425174
711	0.06547103355
712	0.06546803464
713	0.06536930041
714	0.06535459327
715	0.06526232948
716	0.06523451134
717	0.06521902093
718	0.06515099877
719	0.06512646018
720	0.06512432899
721	0.06501271274
722	0.06491602669
723	0.06485378448
724	0.06474683219
725	0.06472750196
726	0.06466355059
727	0.06458144102
728	0.06447472398
729	0.06443471933
730	0.06439370155
731	0.06439203798
732	0.06438413175
733	0.06430384647
734	0.06420199748
735	0.06415728032
736	0.06406802981
737	0.06403617324
738	0.0639601631
739	0.06393963562
740	0.06392949489
741	0.06387070419
742	0.06376814802
743	0.06376633369
744	0.06375641092
745	0.06375441798
746	0.06371012856
747	0.0636614487
748	0.06365966521
749	0.06361677079
750	0.06360550192
751	0.06360326113
752	0.06351697247
753	0.06341421473
754	0.06335811498
755	0.06335569045
756	0.06326570535
757	0.0632562183
758	0.06316549246
759	0.06307857262
760	0.06299782323
761	0.06292153705
762	0.0629147895
763	0.06291138074
764	0.06280920282
765	0.06280022668
766	0.06273345261
767	0.06265028026
768	0.06264683453
769	0.06258752099
770	0.06249867223
771	0.06245459367
772	0.06240745097
773	0.06240313812
774	0.06235788679
775	0.06230224577
776	0.06229412602
777	0.06225470723
778	0.06222701197
779	0.06215984083
780	0.06206937723
781	0.06204202527
782	0.06194341978
783	0.06188136853
784	0.06187972621
785	0.06187738571
786	0.06187111128
787	0.0617837363
788	0.06167844108
789	0.06161290378
790	0.06151404435
791	0.06151082353
792	0.06150883574
793	0.06143353906
794	0.06134926836
795	0.0613478318
796	0.06126608677
797	0.06124077869
798	0.06123931547
799	0.06113517022
800	0.06107934092
801	0.06096916874
802	0.06088029012
803	0.06080834606
804	0.06073655376
805	0.06070826156
806	0.06070369298
807	0.06065057904
808	0.06064548342
809	0.06054955733
810	0.06042914218
811	0.06042748734
812	0.06036608203
813	0.06033182262
814	0.06023680268
815	0.0601922163
816	0.06018598869
817	0.0601036219
818	0.06009830529
819	0.0600966815
820	0.06002764884
821	0.0600215174
822	0.06002001648
823	0.06000902429
824	0.06000611697
825	0.06000505027
826	0.06000340186
827	0.05999997627
828	0.05991002478
829	0.05983184078
830	0.05978411437
831	0.05978259815
832	0.05978082485
833	0.05973881758
834	0.05972205431
835	0.05972043928
836	0.05969278176
837	0.05961896173
838	0.05961453508
839	0.0595099411
840	0.05948087609
841	0.05946561515
842	0.05944922321
843	0.05936364948
844	0.05929919953
845	0.0592918343
846	0.0592080676
847	0.05919009458
848	0.05912357767
849	0.05903875436
850	0.05903746772
851	0.05900730712
852	0.05895241281
853	0.05893826324
854	0.05885566297
855	0.05885416302
856	0.05883680748
857	0.05878183347
858	0.05878072518
859	0.05877799893
860	0.05877650344
861	0.05876724976
862	0.05876629951
863	0.05876277426
864	0.0587019017
865	0.05861541251
866	0.05852676223
867	0.05852581601
868	0.05842427185
869	0.05842322922
870	0.05841646523
871	0.05834146121
872	0.05833828447
873	0.05833688566
874	0.05833486431
875	0.0582383406
876	0.05823612135
877	0.05817610184
878	0.05807844783
879	0.05804291756
880	0.05802776967
881	0.05797578372
882	0.05796680972
883	0.05796357161
884	0.05793603073
885	0.05787503936
886	0.05780285386
887	0.05773235958
888	0.05763781428
889	0.05760522839
890	0.05760186997
891	0.05755951203
892	0.05745693539
893	0.05736148812
894	0.05735641306
895	0.05727286357
896	0.05718238124
897	0.0571206662
898	0.0570569185
899	0.05698805469
900	0.056896359
901	0.05680757033
902	0.05679670445
903	0.05679247136
904	0.05679138541
905	0.05678895352
906	0.05673072983
907	0.05672937543
908	0.05664205673
909	0.05663967388
910	0.05656533901
911	0.05656430936
912	0.056550916
913	0.05647368712
914	0.05639244674
915	0.05633707294
916	0.05626306149
917	0.05618795122
918	0.056186611
919	0.05615305375
920	0.05609235387
921	0.05608557181
